TOMO 09 — COLECCIONABLES

Cabezones, revistas, holocintas, notas, llaves, terminales y objetos únicos.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Validación final de coleccionables

Los coleccionables se publican con tres estados posibles: validado, operativo de mesa o pendiente de validación fina. No se inventan nombres oficiales cuando no estén confirmados.

| Estado | Uso en libro |
|---|---|
| Validado | aparece como ficha canónica completa |
| Operativo de mesa | puede usarse como pista, llave, nota o terminal sin nombre oficial |
| Pendiente | se conserva para revisión, no se elimina |

### Uso jugable
Un coleccionable debe indicar al menos: ID COL, tipo, ubicación U, subzona o punto físico, uso, riesgo, recompensa y cruce con misión/facción si aplica.

TOMO 09 — COLECCIONABLES: USO JUGABLE Y PISTAS

1. TIPO DE USO JUGABLE
Cada COL debe clasificarse como minimo en uno de estos usos:
- Bonus: entrega efecto mecanico.
- Pista: abre informacion o ruta.
- Lore: aporta contexto sin efecto directo.
- Mision: requerido para avanzar o cerrar objetivo.
- Llave/Acceso: abre puerta, terminal, caja, ruta o subzona.
- Recompensa: objeto unico, revista, cabezon, holocinta o documento valioso.

2. CUANDO UN COLECCIONABLE NO TIENE NOMBRE OFICIAL VALIDADO
No inventar nombre canonico. Usar:
COL-xxxx — Registro operativo de mesa
Nombre oficial: REQUIERE_VALIDACION
Ubicacion: U-xxxx si existe
Subzona: segun Tomo 06
Uso: pista/lore/mision/llave/recompensa

3. TERMINALES, NOTAS Y HOLOCINTAS EN MISIONES
Si una mision pide un registro, usar Tomo 09 como fuente de ID. Si no existe ficha, crear alias pendiente en vez de usar ID de bestiario, arma o ubicacion.


Criterio aplicado:
- No se elimina ninguna ficha COL previa; este bloque añade una capa operativa para los pendientes detectados en I4.6.
- Tomo 01 y Tomo 10 permanecen intactos y fuera de esta entrega.
- Las entradas de esta sección se derivan del mapa táctico textual del Tomo 06: ubicación U, subzona, terminal/objeto, AP e interacción.
- Cuando el Atlas dice 'holocinta/nota/entrada posible', el nombre es operativo y no canónico; no se inventa un nombre oficial de lore.
- Si más adelante se valida el nombre oficial de una holocinta, nota, llave o terminal, se reemplaza el nombre operativo conservando el ID COL como alias.
- AP significa siempre Puntos de Acción.

### Tabla operativa I4.7
| ID | Tipo operativo | Nombre operativo / estado | Ubicación Tomo 06 | ID U | Subzona exacta | Soporte / interacción | AP recomendado | Estado |
| COL-0639 | Terminal + Holocinta/Nota/Entrada | Registro local de Railroad HQ Escape Tunnel Exit — Vestibulo o control de acceso | Railroad HQ Escape Tunnel Exit | U-0487 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0640 | Terminal + Holocinta/Nota/Entrada | Registro local de Railroad HQ Escape Tunnel Exit — Sala tecnica / generadores | Railroad HQ Escape Tunnel Exit | U-0487 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0641 | Terminal + Holocinta/Nota/Entrada | Registro local de Railroad HQ Escape Tunnel Exit — Oficinas o sala de seguridad | Railroad HQ Escape Tunnel Exit | U-0487 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0642 | Terminal + Holocinta/Nota/Entrada | Registro local de Crashed Vertibird (Military barge) — Punto de control exterior | Crashed Vertibird (Military barge) | U-0490 | Punto de control exterior | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 0-1 AP para entrar o posicionarse | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0643 | Terminal + Holocinta/Nota/Entrada | Registro local de Crashed Vertibird (Military barge) — Sala de mando / comunicaciones | Crashed Vertibird (Military barge) | U-0490 | Sala de mando / comunicaciones | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0644 | Terminal + Holocinta/Nota/Entrada | Registro local de Crashed Vertibird (Military barge) — Torretas / sensores / terminales | Crashed Vertibird (Military barge) | U-0490 | Torretas / sensores / terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0645 | Terminal + Holocinta/Nota/Entrada | Registro local de Subway Station (North End) — Vestibulo o control de acceso | Subway Station (North End) | U-0500 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0646 | Terminal + Holocinta/Nota/Entrada | Registro local de Subway Station (North End) — Sala tecnica / generadores | Subway Station (North End) | U-0500 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0647 | Terminal + Holocinta/Nota/Entrada | Registro local de Subway Station (North End) — Oficinas o sala de seguridad | Subway Station (North End) | U-0500 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0648 | Terminal + Holocinta/Nota/Entrada | Registro local de Paul Revere's House — Vestibulo / recepcion | Paul Revere's House | U-0501 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0649 | Terminal + Holocinta/Nota/Entrada | Registro local de Paul Revere's House — Cuartos u oficinas | Paul Revere's House | U-0501 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0650 | Terminal + Holocinta/Nota/Entrada | Registro local de Super Mutant Hotel Shell — Vestibulo / recepcion | Super Mutant Hotel Shell | U-0502 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0651 | Terminal + Holocinta/Nota/Entrada | Registro local de Super Mutant Hotel Shell — Cuartos u oficinas | Super Mutant Hotel Shell | U-0502 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0652 | Terminal + Holocinta/Nota/Entrada | Registro local de Baxter building — Vestibulo / recepcion | Baxter building | U-0504 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0653 | Terminal + Holocinta/Nota/Entrada | Registro local de Baxter building — Cuartos u oficinas | Baxter building | U-0504 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0654 | Terminal + Holocinta/Nota/Entrada | Registro local de Bus Wreckage — Oficina o edificio principal | Bus Wreckage | U-0506 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0655 | Terminal + Holocinta/Nota/Entrada | Registro local de Water Street apartments — Vestibulo / recepcion | Water Street apartments | U-0517 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0656 | Terminal + Holocinta/Nota/Entrada | Registro local de Water Street apartments — Cuartos u oficinas | Water Street apartments | U-0517 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0657 | Terminal + Holocinta/Nota/Entrada | Registro local de Waterfront Park — Oficina o edificio principal | Waterfront Park | U-0530 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0658 | Terminal + Holocinta/Nota/Entrada | Registro local de Custom House Tower Courtyard — Oficina o edificio principal | Custom House Tower Courtyard | U-0531 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0659 | Terminal + Holocinta/Nota/Entrada | Registro local de Warehouse and Wharf — Oficina o edificio principal | Warehouse and Wharf | U-0532 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0660 | Terminal + Holocinta/Nota/Entrada | Registro local de Scavengers' Rooftops (Waterfront) — Oficina o edificio principal | Scavengers' Rooftops (Waterfront) | U-0533 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0661 | Terminal + Holocinta/Nota/Entrada | Registro local de Tinkerer's Boathouse (Waterfront) — Oficina o edificio principal | Tinkerer's Boathouse (Waterfront) | U-0534 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0662 | Terminal + Holocinta/Nota/Entrada | Registro local de Main Boathouse (Waterfront) — Oficina o edificio principal | Main Boathouse (Waterfront) | U-0535 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0663 | Terminal + Holocinta/Nota/Entrada | Registro local de Locked Diner — Oficina o edificio principal | Locked Diner | U-0536 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0664 | Terminal + Holocinta/Nota/Entrada | Registro local de Pedestrian Walkway (Waterfront) — Oficina o edificio principal | Pedestrian Walkway (Waterfront) | U-0537 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0665 | Terminal + Holocinta/Nota/Entrada | Registro local de Scrap Metal Barge — Oficina o edificio principal | Scrap Metal Barge | U-0539 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0666 | Terminal + Holocinta/Nota/Entrada | Registro local de Desolate Promenade — Oficina o edificio principal | Desolate Promenade | U-0540 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0667 | Terminal + Holocinta/Nota/Entrada | Registro local de Bus and apartment wreckage — Oficina o edificio principal | Bus and apartment wreckage | U-0541 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0668 | Terminal + Holocinta/Nota/Entrada | Registro local de Dockside Warehouse (South Boston) — Oficina o edificio principal | Dockside Warehouse (South Boston) | U-0543 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0669 | Terminal + Holocinta/Nota/Entrada | Registro local de Factory (South Boston) — Recepcion u oficina | Factory (South Boston) | U-0544 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0670 | Terminal + Holocinta/Nota/Entrada | Registro local de Factory (South Boston) — Laboratorio o zona tecnica | Factory (South Boston) | U-0544 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0671 | Terminal + Holocinta/Nota/Entrada | Registro local de Four Leaf Fishpacking Container Yard — Oficina o edificio principal | Four Leaf Fishpacking Container Yard | U-0545 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0672 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Church — Vestibulo / recepcion | South Boston Church | U-0553 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0673 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Church — Cuartos u oficinas | South Boston Church | U-0553 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0674 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston Wharf and Restrooms — Oficina o edificio principal | South Boston Wharf and Restrooms | U-0554 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0675 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - Fallout 4 checklist interactive map — Vestibulo o control de acceso | Referencia externa - Fallout 4 checklist interactive map | U-0556 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0676 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - Fallout 4 checklist interactive map — Sala tecnica / generadores | Referencia externa - Fallout 4 checklist interactive map | U-0556 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0677 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - Fallout 4 checklist interactive map — Oficinas o sala de seguridad | Referencia externa - Fallout 4 checklist interactive map | U-0556 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0678 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - IGN Fallout 4 interactive map — Vestibulo o control de acceso | Referencia externa - IGN Fallout 4 interactive map | U-0557 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0679 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - IGN Fallout 4 interactive map — Sala tecnica / generadores | Referencia externa - IGN Fallout 4 interactive map | U-0557 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0680 | Terminal + Holocinta/Nota/Entrada | Registro local de Referencia externa - IGN Fallout 4 interactive map — Oficinas o sala de seguridad | Referencia externa - IGN Fallout 4 interactive map | U-0557 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0681 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston vault/interior sin marcar — Vestibulo o control de acceso | South Boston vault/interior sin marcar | U-0558 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0682 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston vault/interior sin marcar — Sala tecnica / generadores | South Boston vault/interior sin marcar | U-0558 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0683 | Terminal + Holocinta/Nota/Entrada | Registro local de South Boston vault/interior sin marcar — Oficinas o sala de seguridad | South Boston vault/interior sin marcar | U-0558 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |

### Resultado I4.7
- Entradas operativas nuevas: 496.
- Terminales o terminales posibles: 496.
- Holocintas/notas/entradas posibles: 495.
- Llaves o referencias tipo key/llave detectadas en soporte: 0.
- Entradas sin U: 0, porque todas provienen de fichas U del Tomo 06.
- Información eliminada: 0.

### Regla de uso en mesa
1. Si una misión del Tomo 02 requiere una holocinta, nota, llave o terminal, se usa la entrada canónica de misión por encima de esta tabla.
2. Si el Atlas solo dice 'posible', la entrada funciona como punto de generación controlado para modo sin GM, investigación, botín narrativo o pista ambiental.
3. El Director/Juego sin GM puede activar 0-1 registro local por subzona salvo que la misión indique otro número.
4. Registrar, leer, extraer o hackear cuesta +1 AP salvo bloqueo, combate, cerradura, terminal avanzado o regla de misión.
